flow_uuid,flowable,context,unit,compartment,flow_class,preferred,external_reference,cas_number,formula,synonyms,trade_relevance
0fe369c5-1cfb-581d-9c77-ba52673f65f4,Domestic Extraction Used - Primary Crops - Nuts,resource/natural,kt,natural resources,resource,True,Exiobase,,,factor_id:452; extension:material,4
3c416f41-aabb-58a8-afbb-54c1d431b2a6,Domestic Extraction Used - Primary Crops - Oil bearing crops,resource/natural,kt,natural resources,resource,True,Exiobase,,,factor_id:455; extension:material,4
938f8ae6-e291-524f-989c-ae0b5f295a05,Domestic Extraction Used - Primary Crops - Pulses,resource/natural,kt,natural resources,resource,True,Exiobase,,,factor_id:451; extension:material,4
4932eb02-6b92-510b-98fe-cf0c3c6cb519,Domestic Extraction Used - Primary Crops - Rice,resource/natural,kt,natural resources,resource,True,Exiobase,,,factor_id:447; extension:material,4
524c5bd1-f6c4-5abe-9bbc-accf116e51f5,Domestic Extraction Used - Primary Crops - Roots and tubers,resource/natural,kt,natural resources,resource,True,Exiobase,,,factor_id:450; extension:material,4
922efd42-928a-57de-a874-cd32c35c3ec6,Domestic Extraction Used - Primary Crops - Spice - beverage - pharmaceutical crops,resource/natural,kt,natural resources,resource,True,Exiobase,,,factor_id:458; extension:material,4
0d627de5-549e-510e-910e-23087118fb3b,Domestic Extraction Used - Primary Crops - Sugar crops,resource/natural,kt,natural resources,resource,True,Exiobase,,,factor_id:456; extension:material,4
bc41a900-066e-52a8-a89c-442b14879195,Domestic Extraction Used - Primary Crops - Tobacco,resource/natural,kt,natural resources,resource,True,Exiobase,,,factor_id:459; extension:material,4
89bfafcb-5c1c-53f8-97aa-6445faf8d3aa,Domestic Extraction Used - Primary Crops - Vegetables,resource/natural,kt,natural resources,resource,True,Exiobase,,,factor_id:453; extension:material,4
a639eb04-d897-5b2f-bc8b-631a62e67649,Domestic Extraction Used - Primary Crops - Wheat,resource/natural,kt,natural resources,resource,True,Exiobase,,,factor_id:448; extension:material,4
177fa9ff-63ee-50f1-b404-2361ba63a9d0,Forest,resource/land,km2,land,resource,True,Exiobase,,,factor_id:443; extension:land,4
5ef56051-4b81-565f-bc80-bbc5f527e9ef,"Land (total, LAND-scope — see exiobase_factors.py)",resource/land,km2,land,resource,True,Exiobase,,,factor_id:908; extension:land,4
9f483fdb-b073-5d20-b730-cd51c556148b,Permanent pastures - Grazing-Cattle,resource/land,km2,land,resource,True,Exiobase,,,factor_id:444; extension:land,4
e5a12d9b-8026-565d-9f20-fb15539e4db7,Permanent pastures - Grazing-Meat animals nec,resource/land,km2,land,resource,True,Exiobase,,,factor_id:445; extension:land,4
65761d0d-9a36-5606-90ff-5b9c151a969e,Permanent pastures - Grazing-Raw milk,resource/land,km2,land,resource,True,Exiobase,,,factor_id:446; extension:land,4
65b5d5dd-95b5-36b2-8cb0-7c5501ff1e32,Ammonia,emission/air,kg,air,Chemicals,False,https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=38644,7664-41-7,H3N,,3
2b16d0b5-4713-3bb8-be5b-905382f0e8a8,Arsenic,emission/air,kg,air,Chemicals,False,https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=36973,7440-38-2,As,,3
76bd7eb9-a592-319f-9234-9a469de5bd59,Benzo[a]pyrene,emission/air,kg,air,Chemicals,False,https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=49190,50-32-8,C20H12,Benzo(a)pyrene,3
fcf65d36-ae15-3066-80c2-b624e04c6380,Benzo[k]fluoranthene,emission/air,kg,air,Chemicals,False,https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=93556,207-08-9,C20H12,Benzo(k)fluoranthene,3
d5a296be-7219-3921-a430-cff172ac7911,Cadmium,emission/air,kg,air,Chemicals,False,https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=36835,7440-43-9,Cd,,3
187c525c-3715-388c-b303-a0671524a615,Carbon monoxide,emission/air,kg,air,Chemicals,False,https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=44569,630-08-0,CO,,3
98bd36e1-fbe4-32ee-ba78-3b6726917c9b,Chromium,emission/air,kg,air,Chemicals,False,https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=36831,7440-47-3,Cr,,3
b15117ec-3b8e-35de-bef2-00aec1b9636e,Copper,emission/air,kg,air,Chemicals,False,https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=36829,7440-50-8,Cu,,3
28c8bbdf-1a2b-3c96-baf8-d965df47c0c6,Hexachlorobenzene,emission/air,kg,air,Chemicals,False,https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=95480,118-74-1,C6Cl6,"Benzene, 1,2,3,4,5,6-hexachloro-",3
e962ef47-cedd-36b6-b962-abacbab62a02,"Indeno[1,2,3-cd]pyrene",emission/air,kg,air,Chemicals,False,https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=46349,193-39-5,C22H12,"Indeno(1,2,3-cd)pyrene",3
fe829136-3042-36e6-b4cb-7ff591e8db98,Lead,emission/air,kg,air,Chemicals,False,https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=37012,7439-92-1,Pb,,3
e2c65e04-f613-33db-9a6e-4cb4577b0005,Mercury,emission/air,kg,air,Chemicals,False,https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=37007,7439-97-6,Hg,,3
50f56ea3-e292-3c09-89d2-74466af5f11e,Nickel,emission/air,kg,air,Chemicals,False,https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=37003,7440-02-0,Ni,,3
cfee0524-7ad6-300b-b050-6249135a2492,Nitrous oxide,emission/air,kg,air,Chemicals,False,https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=94780,10024-97-2,N2O,Nitrogen oxide (N2O),3
18819e98-6dd1-3a8f-a27a-67ca826f3381,Polychlorinated biphenyls,emission/air,kg,air,Groups,False,https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=16366,1336-36-3,C12,,3
1c9f6a89-247d-30b0-8e48-f101382721c2,Polycyclic aromatic hydrocarbons - 15-PAH,emission/air,kg,air,Groups,False,https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=78457,,,Polycyclic organic matter - 15-PAH,3
b6db14bd-73e9-3f02-852a-e8b5e60bbc61,Selenium,emission/air,kg,air,Chemicals,False,https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=38145,7782-49-2,Se,,3
435bfa52-d2d3-3760-abf4-27de892972ac,Zinc,emission/air,kg,air,Chemicals,False,https://ofmpub.epa.gov/sor_internet/registry/substreg/searchandretrieve/substancesearch/search.do?details=displayDetails&selectedSubstanceId=36815,7440-66-6,Zn,,3
